"","1860","1861","1862","1863","1864","1865","1866","1867","1868","1869","1870","1871","1872","1873","1874","1875","1876","1877","1878","1879","1880","1881","1882","1883","1884","1885","1886","1887","1888","1889","1890","1891","1892","1893","1894","1895","1896","1897","1898","1899","1900","1901","1902","1903","1904","1905","1906","1907","1908","1909","1910","1911","1912","1913","1914","1915","1916","1917","1918","1919","1920","1921","1922","1923","1924","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"Marin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0.085099140498681,0.077000077000077,0,0,0,0,0,0.24500796275879,0.173080251543299,0.114090131203651,0.0522466039707419,0.0916674305619214,0.160051216389245,0.223823805899996,0,0.0584863726751667,0.0701852891633914,0,0.145165973095906,0.546719681908549,0.24748391354562,0.251730648206419,0.152858453072455,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mariposa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mendocino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211640211640212,0,0,0,0,0,0.204918032786885,0.199441563621859,0,0.171526586620926,0.297397769516729,0.13696753869333,0.236099634045567,0.15281173594132,0.108813928182807,0.142571998859424,0.489715964740451,0.272504314651649,0,0.295916354310515,0.194250194250194,0.169061707523246,0.319233838786911,0.1478633742422,0.137779002480022,0.110350915912602,0,0.107434464976364,0.324149108589951,0,0,0.22670596236681,0.114705207616426,0.123594116920035,0.220653133274493,0,0.122639195486878,0.275431509364671,0.207986688851913,0.422275006598047,0.321729618428673,0.307787011388119,0.548967940272288,0.299910026991902,0.0996810207336523,0.886699507389163,0.192474256568184,0.842815002107038,0.803535556448373,0.787091696182605,1.38312586445367,0.979431929480901,0.591366055588409,1.54320987654321,1.15207373271889,0.589622641509434,0.63653723742839,0.616903146206046,0,0.625390869293308,1.914486279515,2.32738557020946
"Merced",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2970168612192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.987166831194472,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0.268480400930732,0.0745212012817647,0,0,0,0,0,0,0,0,0,0,0,0.195963158926122,0,0.0839137366786943,0.0796622321357444,0.096534414518776,0,0.126887450831113,0.302206104563312,0
"Modoc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mono",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Monterey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.463821892393321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165016501650165,0.106394297265667,0,0,0,0,0.177951775068956,0,0,0,0,0,0,0,0,0,0,0,0.101194090265129,0,0,0.107469102632993,0,0,0,0,0,0,0,0.0721032518566587,0,0,0.116096824751843,0.0552394630724189,0,0.119961612284069,0.415060776756597,0.121270919233568,0.126111356327637,0.325987742860868,0.596302921884317,0.0727431439586819,0.223214285714286,0.186694878337171,0.368075578185387,0.183273260431303,0.118616926635431,0,0.0760861294985924,0.070997515086972,0,0,0,0,0.0605583479682674,0.383803492611783,0,0,0.253588274078207,0.126254655640427,0.140676654709151,0,0,0.165700082850041,0.0778694907335306,0,0.243704305442729,0.0762369444232675,0,0.0622742558226429,0.0607053967097675,0.122055413157574,0.0595167241995001,0,0,0,0,0,0.102870075095155,0,0.19125944343502,0.0954562810232913,0,0,0,0.280583613916947,0.14265335235378,0,0
"Napa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.465332712889716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253421186011151,0,0,0,0.353857041755131,0,0,0,0,0,0,0,0,0,0.100989699050697,0,0.219082046226312,0,0.0929627219484986,0,0,0,0,0,0,0,0.0725794745246044,0,0,0,0,0.127202187877632,0.333044694598015,0.317359568390987,0.43876143913752,0.566144555576524,0.504668180671209,0.336021505376344,0.138908181691902,0.307787011388119,0.147874306839187,0.358989086731763,0.0727219838557196,0.0731582412758797,0.146810540996844,0,0.348894006000977,0.0722595563263242,0.0747719455660236,0,0,0.0649603741717552,0.142846939504321,0,0.0622432466077431,0.117564072419469,0.118849536486808,0.117329578786812,0.490677134445535,0.0546239143497023,0.0540394487976223,0.0545911125668741,0.0572115109560043,0.178179010512562,0.0608309507877608,0.11741223435482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.0885661146045523,0,0.159667890787163,0.0886682035821954,0.109757436066293
"Nevada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.326370757180157,0,0.315955766192733,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Orange",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0690035881865857,0,0,0,0,0.0834724540901502,0.332704890761894,0.179275726066691,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.530503978779841,0,0,0.630914826498423,0,0.102490519626935,0.086464052570144,0,0,0,0,0,0,0.659195781147001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833333333333333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Placer",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,1.58730158730159,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.737463126843658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133922592741395,0.41407867494824,0,0,0,0,0,0,0.107735401853049,0,0,0.106089539571398,0.210282830406897,4.2483660130719,0,0.889382990550306,1.70319064380606,0.201005025125628,0.308769040757513,0.30361299463617,0.379975301605396,0.501504513540622,0.0706364342727979,0.276357606743126,0.394166338194718,0.1410172040989,0.113019891500904,0.187828700225394,0.0360334390314212,0.237623762376238,0.0380069172589411,0.191776618594661,0.144980065241029,0,0.219418540866703,0.253485424588086,0.239310784939375,0.164379058107997,0,0.191957001631635,0,0,0.220264317180617,0,0,0.0779666302822392,0.48344210780759,0.21917007597896,0.256032772194841,0.266560042649607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plumas",0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.543183052688756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.520833333333333,0.465332712889716,0.461254612546125,0,1.89393939393939,0.405186385737439,1.19569549621363,0.371747211895911,0,0,0.476644423260248,0.339097999321804,0.32797638570023,0.312402374258044,0,0,0,0.347342827370615,0,0,0.309310238168883,0,0.313873195229127,1.41110065851364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Riverside",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.533902829684997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0925326177477561,0.0913408841797589,0.0904322662325918,0,0,0.16655562958028,0,0.163039047851961,0.395538327663951,0.562113546936481,0.547457743105454,0.242394861228942,0.261944677284158,0.478537589127626,0.730638090599123,0.301235063761422,0.0430496362305739,0.0958267452445978,0.11227965118455,0.076625416650703,0.156574157435315,0.110436223081171,0.175500175500175,0.193295410614679,0.0501416501617068,0.0709052233514536,0.111916912883875,0.162896769989761,0.0478663571308906,0.145120328939412,0.0693176829409182,0.0769230769230769,0.0579777365491651,0.320210962516481,0.134553283100108,0.0886320528956092,0.147126136140718,0.269863044504914,0.1152179924417,0.0899219926713576,0.0229869204422684,0,0.103393904929304,0.208229218723971,0.111856823266219,0,0,0,0.0714464330368306,0.0344696839129985,0.072007200720072,0,0,0.295232003149141,0
"Sacramento",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111037086386853,0,0.102532554085922,0,0.227738556137554,0,0.228102189781022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0585720142915715,0,0,0,0.0454194486078939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045445249835261,0.0207533464771194,0,0.0206517698566767,0.0517848512048609,0.0623301503403226,0.0591652960039759,0.0362454542159504,0.0988960725897173,0.142494798939839,0.270956333247768,0.147577515089801,0.126714607026325,0.193764027708256,0.115740740740741,0.0640286848508132,0.0918020747268888,0.185868290869578,0.0709813886798881,0.11141285425806,0.139799705149713,0.0924876875765914,0.130156078831198,0.138071669817533,0.160654715215892,0.542078872475945,0.173385348938015,0.178796375309846,0.245110054414432,0.350142907163272,0.379929995877355,0.217900528408781,0.242312631757494,0.301871603944456,0.308353818876393,0.303721894877513,0.159773961889706,0.1605187967511,0.259493123432229,0.164742707193373,0.136462165864514,0.0697256296473377,0.0923783037398627,0.15345896507274,0.234541699798065,0.182292485149448,0.240974742834767,0.182786952667319,0.115116747568159,0.174342583175941,0.0764564962536317,0.0392634182731949,0.0582776053731952,0.154372036608226,0.257968355881679,0.0814929508597506,0.14659890539484,0.116502592182676,0
"San Benito",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"San Bernardino",NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0530194581411378,0,0,0.0531095650326624,0,0,0,0,0.0557382531631459,0,0,0,0,0,0,0,0.0463929482718627,0,0,0,0,0.0376576915835059,0,0,0,0,0,0.0277031332243677,0.0593084633177154,0,0,0.11258725512272,0.085577972229948,0.0707363655655372,0.0677598590594932,0.143550972557839,0.0414998028759363,0.12029833988291,0.15651289274954,0.0739740720877333,0.0370137320946071,0.0577111748071485,0.0517089818501474,0.10231574639337,0.117467402795724,0.102366369235494,0.236726411903957,0.163639338897071,0.473925904136229,0.72867329412377,0.136262987566002,0.150705805522531,0.0693890295944211,0.117307950127363,0.182493861570111,0.192055311929836,0.189696327795254,0,0.109894135316312,0.137826476466129,0.286798819063686,0.182596859334019,0.187520510055787,0.123925974884336,0.0586647893934061,0.0585917473523854,0.0567526153496907,0.095106111246977,0.100806451612903,0.0300901199091278,0.0795140103686269,0.0287364579441938,0.0753030949572027,0,0.0332225913621262,0.0966557123526,0.0639386189258312,0.207819968530119,0.233665332827058,0.0605070490712168,0.081594908477711,0.0519710001818985,0.0888757221152422,0.0546627309500383,0.157146224561955,0,0,0,0,0,0,0.355429180735738,0,0,NA,NA
"San Diego",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40551500405515,0,0,0,0,0,0,0,0,0,0,0.232126276694522,0,0,0,0,0,0,0,0,0,0,0,0.257300913418243,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199150292087095,0.0624531601299026,0.111018595614765,0.192012288786482,0.0463692849856255,0.367707141689819,0.314817405904575,0.10317433022664,0.0313636933885334,0.245398773006135,0.300949358430686,0.507939902689408,0.300333096707257,0.236270082957051,0.178648903861368,0.413323608071967,0.159058374423413,0.0986679822397632,0.132721046903618,0.198432384165096,0.0869225085835977,0.24885145482389,0.1158972377825,0.184433788270011,0.374803813628804,0.518518518518518,0.15054950569579,0.23906287353574,0.265745415891576,0.0994678470184513,0.454259556922217,0.554279832132394,0.197706603400554,0.0522097788915864,0.156357495778348,0.322227234645872,0.226507895418069,0.272587599742281,0.175739203022714,0.123110257546659,0.337114301578488,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"San Francisco",NA,NA,NA,NA,NA,0,0,0,0,0,0.27063599458728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0326669280020907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126460620162881,0,0,0.017690974065032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0566829157691872,0,0,0,0,0,0,0,0,0,0,0.0584556029695446,0,0,0,0,0,0.0569746462824043,0.105840639277461,0.0521829883457993,0.0166204065351439,0.0173241169031409,0.0185991146821411,0.0424799813088082,0.0727259504372648,0,0.0596753660089115,0.099149299014456,0.0584624378836597,0.0410298492153041,0.0428899230125882,0.0649210127677992,0.0632697823519487,0.145708873670407,0.0184989918049466,0.0175327863104004,0.124347177319075,0.0178903678259625,0.0826746916234002,0.113584734211722,0.0304682977362055,0.0633462665294164,0.0319111593324186,0,0.0215563699073076,0.0331471568026253,0.161169012571183,0.0559711934924159,0.0732225232481511,0.0365771136999579,0.0705542032666596,0.0176425962844692,0.0936285754412247,0.1251486139791,0.0539585328674913,0.0408841887214151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"San Joaquin",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29673590504451,0,0,0,0,0.240153698366955,0,0,0.441014332965821,0,0,0.490918016691213,0,0,0.457038391224863,0,0,0,0,0,0,0,0,0.463606861381548,0,0,0.418760469011725,0.887705281846427,0.390777647518562,0,0.323310701584222,0,0,0.480653689017063,2.22551928783383,0.755096904102693,0.367647058823529,0.314119679597927,0.812743823146944,0.194817845314631,0.357717760686818,0.33921302578019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"San Luis Obispo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49825610363727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133707714935152,0.340136054421769,0.323834196891192,0.335345405767941,0,0,0.252972426005565,0,0.849798172933928,0,1.11931945377211,0.641848523748395,0.196811651249754,NA,NA,NA,0,0.308641975308642,0,0.416204217536071,0.143389733295096,0.385059684251059,0,0,0.262398320650748,0.134879956838414,0.137211855104281,0,0.30821390044691,0.539471318108254,0,0,0.547495209416918,0.900576368876081,0.410340582683627,0,0.814995925020375,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.10527423939362,0.0655136268343816,0.303352040042469,0.187687687687688,0.113999088007296,0
"San Mateo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150602409638554,0,0,0,0,0,0.0880049282759835,0.485672656629432,0.159553250897487,0.176180408738548,0,0,0,0,0.0641601437187219,0,0,0.049176297024834,0,0.0929800092980009,0.234973448000376,0.16483969339817,0.0983622682339055,0.165920026547204,0.12636899747262,0.333236139459324,0.249854251686516,0.288850375505488,0.242013552758955,0.605693519079346,0,0,0,0,0.591366055588409,0,0,0,0,0,0,0,0.571428571428572,0,0,0,0,0,1.12359550561798,0,0,0,0,0,0.555555555555556,0,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Santa Barbara",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.608642726719416,0,0,0,0,0,0,0,0,0,0,0,0,0.678886625933469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265181649429859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254452926208651,0,0,0,0.21767522855899,0.574162679425837,0.347886588971995,0,0,0,0,0.162337662337662,0,0,0,0,0,0,0.0767813267813268,0.132996409096954,0,0.0602228244504667,0.0590527931971182,0,0.277223331115547,0.363806454965958,0.20224491859642,0.289645184648805,0.243522306643289,0.485625485625486,0.251054428600121,0.339805825242718,0.177912200329138,0.314946459101953,0.300493668169135,0.0430459300073178,0.180318261731957,0.0444010301038984,0.0849509408316697,0,0.159489633173844,0.0440063369125154,0.0833263894675444,0.041930479265378,0,0.0608976310821509,0.0394944707740916,0.122100122100122,0,0.13113607553438,0.123466952012511,0,0.0853642921166076,0.171254870060367,0.170220009362101,0.158623151048896,0.161845033380538,0.0853642921166076,0.125675505843911,0,0.0401058795219379,0.0708215297450425,0.0363768643142961,0,0,0.268485206465124,0.0522766480213289,0,0,0.377297472106937,0.547945205479452,0.0980055863184201,0.0970402717127608,0.0506919450499316,0.306717104590533,0.168444693992139,0,0
"Santa Clara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.491159135559921,0,0,0,0,0,0,0,0,0,0.346380325597506,0,0,0,0,0,0,0.380807311500381,0,0.444247001332741,0,0.470366886171214,0,0,0.316355583676052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Santa Cruz",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160797555877151,0,0,0.148049448515804,0.359686353499748,0.142419710887987,0.19663105459789,0.125659713495853,0.189358076121947,0.255313716729431,0.194451646357272,0.19466614755694,0.126798960248526,0.306616790335439,0.171663996337835,0.403571608737325,0.68073519400953,0.277638958298628,0.260810599342757,0.593011586534075,0.250177208856273,0.396605060680574,0.319501577539039,0.340744526791038,0.26401478482795,0.116681575979153,0.0889877641824249,0.0722569456989053,0.306184935701164,0.331445100638785,0.833410500972312,0.276843978643465,0.22456770716371,0.305878427228741,0.411885848779053,0.38229222417616,0.259107633310877,0,0.192826841496336,0.0978712992414974,0.0965018094089264,0.143047873354949,0.276141384388807,0.0470234176619957,0.0937998311603039,0.141877512414282,0.14008872285781,0.386548125241593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
