"","1860","1861","1862","1863","1864","1865","1866","1867","1868","1869","1870","1871","1872","1873","1874","1875","1876","1877","1878","1879","1880","1881","1882","1883","1884","1885","1886","1887","1888","1889","1890","1891","1892","1893","1894","1895","1896","1897","1898","1899","1900","1901","1902","1903","1904","1905","1906","1907","1908","1909","1910","1911","1912","1913","1914","1915","1916","1917","1918","1919","1920","1921","1922","1923","1924","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"Marin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,6.04229607250755,5.16795865633075,5.03778337531486,0,6.06060606060606,0,0,0,1.43884892086331,0,0,2.33644859813084,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,0,0.105030984140321,0.100613743837408,0,0,0,0.0679532481652623,0,0,0,0.183755972069092,0.0576934171810996,0,0,0,0.0533504054630815,0.0447647611799991,0,0,0.0701852891633914,0,0,0,0.0412473189242699,0.0839102160688064,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mariposa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mendocino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,5.29100529100529,0,0,0,0,0,0,0,3.1055900621118,0,0,3.35570469798658,0,0,0,0.669344042838019,0.769230769230769,0,0,0,0,0,0,0,0.716332378223496,0,0,0,0,0,0.529941706412295,0,0.997506234413965,0,0.673627484001347,1.32802124833997,0,0.783085356303837,0,0,0,0,0,0,0,0,0,0,0.302114803625378,0,0,0,0,0,0,0,0,0,0,0,0.350877192982456,0,0,0,0,1.24843945068664,0.500500500500501,0,0,0,0,0,0,0,0,0,0,0.323206205559147,0,0,0,0.350262697022767,0,0,0,0.136630687252357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166722240746916,0,0,0,0,0,0,0,0,0.107434464976364,0,0,0,0.113352981183405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096237128284092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Merced",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,4.69483568075117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35570469798658,0,0,0,1.13507377979569,0,0,0,0,0,0,0,2.02429149797571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.817661488143908,0,0,0,0,0.56785917092561,0,0,0,0,0,0.548245614035088,0.565930956423316,0,0,0,0,1.90839694656489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.01409869083585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0.0745212012817647,0,0.930232558139535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Modoc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1.59489633173844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mono",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Monterey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.510725229826353,0.463821892393321,0,0,0.533902829684997,0,0,0,0,0.945626477541371,0,0.847098686997035,0.507356671740233,0.495540138751239,0,0,0.491883915395967,0.364697301239971,0.673854447439353,2.054325496462,8.22928490351873,0.437636761487965,0.243013365735115,0,0,0.223463687150838,0,0,0.507958008804606,0.173580975525082,0,0.186567164179104,0,0.613496932515337,0,0,0,0,0.249875062468766,0,0.193423597678917,0.544662309368192,0.178571428571429,0,0.212788594531333,0,0.179872290673622,0,0.16739203213927,0,0,0,0,0,0,0.144927536231884,0.262260687123,0,0,0,0,0,0.0929800092980009,0,0,0.0846525014814188,0.253292806484296,0,0.159172304019101,0,0,0,0,0,0.0599700149925037,0,0.0552394630724189,0,0,0,0,0,0,0.223613595706619,0,0,0,0.0613459296975646,0,0,0,0,0,0,0.0613496932515337,0.125454773554134,0,0.181675043904802,0.191901746305891,0,0,0,0.0631273278202134,0.0703383273545755,0,0,0,0,0.0797511763298509,0,0,0,0,0,0,0.0595167241995001,0,0.118168389955687,0,0,0,0,0,0,0,0,0,0.376458777763835,0,0,0.167869733087124,0
"Napa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,17.8571428571429,0,0,0,0,0,0,1.39082058414465,2.1551724137931,2.81293952180028,1.69061707523246,1.06044538706257,1.30039011703511,0,0,0,0,0.516795865633075,0,3.2139577594123,0.449438202247191,0,0,0.930665425779432,0,0,0.558035714285714,0,0,0,0,0,0,0,0,0.334336342360415,0,0.462320850670365,0.441598586884522,0.651748859439496,0,0,0,0,0,0,0.264620269912675,0.454545454545455,0,0,0,0,0,0,0.141743444365698,0,0.171144959780934,0,0,0.129098889749548,0.255558395093279,0,0,0,0,0.18628912071535,0,0.212449543233482,0.267165375367352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0929627219484986,0,0.085999312005504,0,0.375657400450789,0,0,0,0,0,0,0,0,0.0636010939388158,0,0,0.0626802055910743,0,0,0,0,0,0.0739371534195934,0,0.0727219838557196,0.146316482551759,0,0.0676910580112367,0.139557602400391,0,0.149543891132047,0,0.0981450583963098,0,0,0,0,0.0587820362097343,0,0.0586647893934061,0.163559044815178,0.491615229147321,0.324236692785734,0.163773337700622,0.171634532868013,0.296965017520936,0.0608309507877608,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.0798339453935814,0,0.109757436066293
"Nevada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.875656742556918,0,0,0,0,0,0,0.302114803625378,0,0,0,0,0,0,0.271296798697775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Orange",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.53609831029186,1.98560436832961,1.00477267018337,0.227738556137554,0.922722029988466,0.485908649173955,0,0.247463499133878,0.694123091161499,0.217296827466319,0.216309755569976,0.190005700171005,0.348128807658834,0.209951711106446,0.477783086478739,1.10236220472441,0.346140533056421,0.683994528043776,0.194155907193476,0,0.0778149560345498,0.231160425335183,0,0,0.136109976861304,0,0.0897102359379205,0.0817862108448515,0,0.119445771619685,0.0703927917781219,0.181867782122397,0,0.0834724540901502,0.443606521015859,0,0.093976130062964,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1.26262626262626,0.550660792951542,1.07411385606874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086464052570144,0,0,0,0.492368291482029,0,0,0,0,1.96850393700787,0,0,0.859106529209622,0,0,0.661813368630046,0,0,0,0.784313725490196,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Placer",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1.95694716242661,0,0,0,0,0,0,0,0,2.12314225053079,0,0,0,NA,0,NA,NA,0,1.8018018018018,0,0,0,0,0,0,0,0,NA,0,0,0,0,4.72589792060491,2.0746887966805,1.96270853778214,1.06269925611052,0,2.41545893719807,0,0,0,0,0.657030223390276,0,0.584453535943892,0,0,0,0.40551500405515,0,0,0,0,0,0,0.256739409499358,0,0,0.301295570955107,0,0,0,0,0.24443901246639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116836078981189,0,0,0,0,0,0.107735401853049,0,0,0,0,0,0.226551880380607,0.111172873818788,0,0,0,0,0,0,0,0,0,0.0940114693992667,0,0,0.0720668780628423,0,0.0380069172589411,0.0383553237189322,0,0,0,0,0.0797702616464582,0,0,0,0,0,0,0.141663125088539,0,0,0.0805736846345983,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plumas",0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.967117988394584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Riverside",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4.25531914893617,0,0,0,0,0,0,0,0,1.98019801980198,0,3.59066427289048,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.48286903618316,0,0,0,0.717875089734386,0,0,0,0,0,0,0.228728270814273,0,0.112057373375168,0,0,0,0.0875503414463316,0,0,0,0,0,0,0,0,0,0,0,0,0.0605987153072355,0,0.0957075178255252,0.0974184120798831,0,0.172198544922295,0.143740117866897,0,0,0.0391435393588288,0,0.131625131625132,0.082840890263434,0.0501416501617068,0.0236350744504845,0.022383382576775,0,0.0478663571308906,0.0967468859596082,0.0462117886272788,0.0256410256410256,0,0.0188359389715577,0.057665692757189,0.0531792317373655,0.0326946969201595,0.0899543481683046,0,0,0,0,0,0,0,0.0290393773957486,0.0326679951651367,0,0,0,0,0,0,0.0984106677163804,0
"Sacramento",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28783000643915,0.642260757867694,2.47371675943105,3.45423143350604,2.07900207900208,0.474608448030375,0.190803281816447,0.281531531531532,0.209819555182543,0.770416024653313,0.406256347755434,0.554426168915173,0.391619345995692,0.832466181061394,0.190839694656489,0.194099378881988,0.1822821728035,0,0.175070028011204,0,0.325839035516455,0,0.222074172773706,0.211864406779661,0,0.317527519051651,0,0,0,0.200722601364914,0.323258445126879,0,0,0.20571898786258,1.78794922224209,1.56426522986009,1.20019203072492,0.578034682080925,0.130667712008363,0.505999710857308,0.0795544948289578,0.138850319355735,0,0.0623480266849554,0.063403499873193,0.0579374275782155,0.105669149891689,0.100618805654777,0.209841569614941,0.151921810907986,0.0510021930943031,0.063299151791366,0.0716435019343745,0,0,0.0666977923030748,0,0,0.127551020408163,0.0643459236857345,0,0,0.0488090589613432,0,0.0630517023959647,0,0.0552547242789258,0.0525099768956102,0.0437101145205,0.0454194486078939,0,0.130463144161774,0,0,0,0,0,0,0.0755829333736442,0.0343938091143594,0,0,0,0.0588772115752598,0.027360529699855,0,0.0233579370270018,0,0,0.0227226249176305,0,0,0,0.017261617068287,0,0,0.0120818180719835,0.0123620090737147,0.0142494798939839,0.0142608596446194,0.0147577515089801,0.0316786517565812,0,0,0,0,0.0285951216722427,0.0141962777359776,0,0.0127090641045193,0.0578048047353696,0.0108463399025999,0.0212417953565435,0,0.0271039436237973,0.0371540033438603,0.00812710796862936,0.00817033514714774,0,0.0161672338671215,0.0155643234577701,0,0,0.0342615354307103,0.0260333052752154,0,0.00802593983755498,0,0.0294183405702451,0,0,0.00972403197261713,0,0,0,0.0150609214271729,0,0.0191861245946931,0.0290570971959901,0,0,0.0291388026865976,0,0.0286631506535198,0,0,0,0
"San Benito",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"San Bernardino",NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1.47710487444609,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0.284981476204047,0.680272108843537,0,0.147579693034238,0,0.168634064080944,0.134879956838414,0,0.158077774264938,0.237388724035608,0.117096018735363,0,0.179340028694405,0.940402021864347,1.38626339004411,0,0.320307495195388,2.37755587256301,0.700210063018906,1.98117880138683,0.76058480520578,0.337723741979061,0.365550519081737,0.37876396692128,0.13136288998358,0.131926121372032,0.194024058983314,1.10203552443926,0.0658024610120418,0.424844931599966,0.088809946714032,0.333333333333333,0,0.55610479485912,0,0.0945984296660675,0.0530194581411378,0.0908100254268071,0.05933661662612,0.318657390195974,0.263130196821387,0.056000448003584,0.240456868049294,0.0566379700951518,0.111476506326292,0.225555430246983,0.268300317488709,0.697058413495051,0.384024577572965,0.0471231327458649,0.0469307302421626,0.135974255540951,0.139178844815588,0.0487258198119183,0.0472455825380327,0.0506688285366842,0.0857816856101222,0,0.105678455685501,0.0353531782507247,0.169279209127535,0,0.13725579905751,0.0554062664487354,0.0593084633177154,0.0288425485275879,0.232036507077113,0.022517451024544,0.128366958344922,0.0707363655655372,0.112933098432489,0.0239251620929732,0.0414998028759363,0.0200497233138183,0.0195641115936925,0,0.0740274641892142,0.0577111748071485,0.0344726545667649,0.017052624398895,0,0.017061061539249,0,0.090910743831706,0.0653690902256868,0.104096184874824,0.0510986203372509,0.0334901790050068,0.0346945147972106,0.0167582785896233,0.0165903510518283,0.0160046093274863,0.26873646437661,0.610308668232509,0.0732627568775413,0.0344566191165323,0.0843525938422607,0.0497991434547326,0.140640382541841,0.165234633179114,0.0439985920450546,0.0146479368380964,0.0189175384498969,0.0135865873209967,0.0432027649769585,0.0150450599545639,0.0477084062211762,0.0287364579441938,0,0.0368446262112671,0,0,0,0.0296885669328741,0,0,0.0271983028259037,0,0.0592504814101615,0.0546627309500383,0,0,0,0,0,0,0,0.355429180735738,0,0,NA,NA
"San Diego",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3.98406374501992,3.25732899022801,3.67647058823529,3.37837837837838,3.584229390681,1.5527950310559,5.30035335689046,2.13219616204691,4.3859649122807,5.64174894217207,1.40646976090014,2.02020202020202,0,0,0,0,0,0,0,5.91715976331361,6.23052959501558,0,2.61324041811847,0.796812749003984,0.9765625,6.17919670442842,17.9372197309417,2.30680507497117,0,1.74064403829417,2.54560882477726,0,0,0,0,0,0.789265982636148,0,0,0,0,0,0,0,0,0,0,0,1.085776330076,0.276854928017719,0,0,0.710227272727273,0.464252553389044,0.645022575790153,0,0,0.395491398062092,0.413479429398387,0.4212299915754,0.448129061169617,0.187828700225394,0,0.317662007623888,0,0,0,0.1339405304045,0,0,0,0,0,0,0.356856097778571,0.155014726399008,0,0.181143012408296,0,0,0,0,0.0480030721966206,0.0463692849856255,0.163425396306586,0.104939135301525,0.0687828868177597,0.0940910801656003,0,0.136795162923039,0,0.191121061540982,0.0262522314396724,0,0.0243131534159981,0,0.0493339911198816,0.0530884187614472,0,0.0651918814376983,0.0191424196018377,0,0.0922168941350055,0,0.222222222222222,0.100366337130526,0.0664063537599277,0.0738181710809933,0,0.0349430428401705,0.0950193997941246,0,0.0522097788915864,0.0312714991556695,0,0.0970748123220295,0,0.131804402267036,0.098488206037327,0.0396605060680574,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"San Francisco",NA,NA,NA,NA,NA,0,0,0,0,0,0.27063599458728,0,0.701590271281571,0.868621064060804,0,0.695732838589981,0,0.234466588511137,0,0,0,0.219635405227323,0.323729362253156,0.154894671623296,0.274085240509799,0,0.432198811453269,0.154547562012209,0.0796558865700175,0.140964195094446,0.186212803992403,0.098000784006272,0.220938673736704,0.121270919233568,0.0930434512917532,0.117227797055238,0.0698015309802462,0.098500332438622,0.0648634624116235,0.138201082575147,0.0380040284270133,0,0,0.0641241443434489,0.0137834075340106,0,0.0160282096489822,0.108029692732688,0.0747831289261143,0.502053269139172,0.285267779624439,0.093976130062964,0.0837671273858673,0.0758763720977288,0.394854423408633,0.130222867135469,0.247673636910448,0.0532538076472468,0.0176369953614702,0,0.0520453835744769,0.0959343041884917,0.017367744624683,0.0554282758111004,0,0.0251483754149482,0,0.0214426623209538,0.0412150187528335,0,0.0229478853523648,0,0,0.0270131554066831,0.0248329980878591,0.155500842296229,0,0.0259963085241896,0,0,0,0,0,0,0,0.0283414578845936,0.0778513040093421,0,0,0,0.0235776766557423,0,0,0.0216015380295077,0,0.0202134540750323,0.0584556029695446,0,0.0190941724585656,0.0177623048366756,0,0.0186011904761905,0,0,0,0.0166204065351439,0.0519723507094226,0.0185991146821411,0,0.0181814876093162,0.0557921556229194,0,0.0198298598028912,0.0389749585891065,0.0205149246076521,0.0857798460251764,0.0432806751785328,0.0632697823519487,0.0364272184176016,0.0184989918049466,0.0525983589312013,0.0532916474224607,0.0178903678259625,0.0992096299480803,0,0.0457024466043082,0.0316731332647082,0.0319111593324186,0.193143408981169,0.0862254796292304,0.0994414704078758,0.0537230041903943,0,0,0.0365771136999579,0.0176385508166649,0,0.0312095251470749,0,0.0269792664337457,0.0408841887214151,0,0,0,0,0,0.107434464976364,0.0621619941567725,0,0,0,0,0,0,0.130667712008363,0,0.122488975992161,0.268564522626561,0,0,0,0
"San Joaquin",NA,NA,NA,NA,NA,0,0,0,0,0,0,0.742390497401633,0,0,0,0,NA,NA,NA,NA,0.752445447705041,1.21212121212121,0,0,0,0,0,0,0,0,0,0,0.728332119446468,0,0.539665407447383,0,0,0,0,0.510899182561308,0.168520390967307,0,0,0.825627476882431,0,0.303398058252427,0.567000567000567,0.311332503113325,0.444707975096353,0.289268151576511,0.271997824017408,0.216990343929695,0.688298918387414,0.188910928497214,0.102103328568511,0.194988788144682,0.155207201614155,0,0,0,0.104865771812081,0,0.0975229178857032,0.352143674619245,0.132555673382821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202429149797571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29673590504451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.390777647518562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"San Luis Obispo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,6.80272108843537,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,7.8740157480315,0,0,0,NA,NA,0,0,0,0,0,1.30548302872063,0,0,0,0,0,0,0,0,0,0,1.62689804772234,0.49825610363727,1.48367952522255,0,2.33918128654971,0,1.06609808102345,0,0,0,0,0,0,0,1.17785630153121,0,0,0,0,0,0,0,0,0,0,2.74725274725275,0,0,0,0,0,0,0,0,0.456482045039562,0,0,0,0,0,0,0.613120784794605,0,0,0,0.176959830118563,0,0,0.393623302499508,NA,NA,NA,0.688112850507483,0.154320987654321,0,0,0,1.15517905275318,0,0.630994447248864,0.262398320650748,0,0,0.426985482493595,0.154106950223455,0,0.386100386100386,0.243190661478599,0.273747604708459,0.180115273775216,0,0.574382538770821,0.271665308340125,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.455028060063704,0,0.113999088007296,0
"San Mateo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.31481481481481,0,4.25531914893617,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0.239635753654445,0.213037920749893,0.307031010132023,0.294204177699323,0.224820143884892,0,0.150875075437538,0.330906684315023,0,0,0.287604256542997,0,0.246609124537608,0.471031559114461,0.237135404315864,0.447727781508843,0,0,0.335120643431635,0.150602409638554,0,0,0.130361100247686,0,0,0,0.485672656629432,0,0.176180408738548,0,0.176532893962575,0,0.0559221563583492,0,0.0564270398374901,0,0.049176297024834,0,0.0464900046490005,0,0,0.0491811341169527,0.0414800066368011,0.04212299915754,0.0416545174324155,0.041642375281086,0,0,0,0,0,0.518403317781234,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7071129707113,1.11856823266219,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"Santa Barbara",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,9.25925925925926,0,5.94059405940594,0,3.98009950248756,2.24719101123596,7.2463768115942,4.5662100456621,0,0,0,0,0,1.59235668789809,2.11081794195251,6.32244467860906,5.72618427902134,0.528541226215645,0,0.528820729772607,1.16618075801749,0,0,0,0,0.625,0,0,0,0,0,0.353982300884956,0,0,1.61290322580645,0.518672199170125,0,0.770811921891059,0,1.79625352835515,1.5802781289507,0.265181649429859,0,0,0,0.192566917003659,0,0.264410364886304,0,0,0,0.377643504531722,0,0.359195402298851,0,0.359130903214222,0,0,0.425894378194208,0,0.258866166192079,0,0.282965478211658,0.745712155108128,0.655164883162263,0.225733634311512,0.699137730132836,0.233263354327035,0.24330900243309,0.710059171597633,0.252079657171666,0.25779840164991,0.254452926208651,0.479501318628626,0.438212094653812,0.19546520719312,0.43535045711798,3.0622009569378,0.521829883457993,0,0,0.343878954607978,0.504625735912532,0,0.434971726837756,0,0,0.231642344220524,0.101491931391454,0,0,0,0.123296960729918,0,0,0.115626987338845,0.110889332446219,0,0.0505612296491051,0.0482741974414675,0.0487044613286577,0.0971250971250971,0,0.0970873786407767,0.0444780500822844,0,0,0.0430459300073178,0.0450795654329892,0.177604120415594,0,0.0809028760972453,0.0797448165869219,0.484069706037669,0.0833263894675444,0.041930479265378,0.266560042649607,0.243590524328604,0.0789889415481832,0.0407000407000407,0.0865201591970929,0.174848100712506,0.164622602683348,0.0885229938476519,0.128046438174911,0.0428137175150918,0.0425550023405251,0.0396557877622239,0.161845033380538,0.0426821460583038,0.0418918352813037,0,0,0.0354107648725212,0,0.0455850845603319,0.101025407890084,0.268485206465124,0.104553296042658,0.054561326931471,0,0.0538996388724196,0,0,0.0970402717127608,0,0,0,0.110265740434447,0
