"","1860","1861","1862","1863","1864","1865","1866","1867","1868","1869","1870","1871","1872","1873","1874","1875","1876","1877","1878","1879","1880","1881","1882","1883","1884","1885","1886","1887","1888","1889","1890","1891","1892","1893","1894","1895","1896","1897","1898","1899","1900","1901","1902","1903","1904","1905","1906","1907","1908","1909","1910","1911","1912","1913","1914","1915","1916","1917","1918","1919","1920","1921","1922","1923","1924","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"Santa Clara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22222222222222,1.78890876565295,0,0,0,0,0,2.63852242744063,0,1.34228187919463,2.69179004037685,0,0,0,0,NA,0,0,0,0,0,0,1.22399020807834,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,1.60771704180064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.300932891965092,0,0,0,0,0,0,0,0,0,0,0.316355583676052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Santa Cruz",NA,NA,0,0,0,0,0,0,0,0,0,0,5.98802395209581,0,0,0,0,1.68067226890756,0,0,0,0,2.23713646532438,0.956022944550669,0.394166338194718,0,0.589275191514437,0.341180484476288,0.639795265515035,0.585480093676815,0,0,0,0,0.307881773399015,0.569638279692395,0,0,0,0,0.197745699031046,0,0.805315079524864,0.379722802354281,0,0.184877056757256,0,0.194401244167963,0.665668164420037,1.30208333333333,1.14876507754164,0.326957658983162,0.628535512256443,0,0,0,0,0,0.232018561484919,0.24588148512417,0.229305205228159,0,0,0.210349179638199,0.211014982063727,0,0,0.189429816253078,0,0,0,0.155134967421657,0,0.0928936367858802,0.0865051903114187,0.176102844060932,0,0.480769230769231,0.33255736614566,0.30374364036753,0.255732674111329,0.141083521444695,0.231982678626663,0,0.166333998669328,0.0740137665605803,0,0.236910684671879,0.110815602836879,0,0,0.20114653525093,0.187441424554827,0.186098446077975,0,0,0.250815149235014,0.0826446280991736,0.0803987779385753,0,0,0.222074172773706,0.0719372706999496,0,0,0,0.0631193587073155,0,0,0,0.063399480124263,0.122646716134175,0,0.0504464510921657,0.0523642456930408,0.166583374979177,0,0,0.0416962014760455,0,0.0399376971923799,0,0.0440024641379917,0.0777877173194353,0.0444938820912125,0,0.0918554807103491,0.0602627455706882,0,0.0790982796124184,0,0,0.0588408355398647,0.038229222417616,0,0,0.0482067103740841,0,0.0482509047044632,0.0476826244516498,0.0920471281296023,0,0,0.0945850082761882,0,0.193274062620796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Shasta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sierra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Siskiyou",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56494522691706,0,0,1.36798905608755,1.40056022408964,0,0,0,0,0,0,0,0,0,0,0,0,0,1.63132137030995,0,0,0,0,0,0,NA,0,0.81366965012205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304043782304652,0,0,0,0,0,0,0,0,0,0,0,0.335232986925914,0,0.312793243665937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Solano",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sonoma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.22535211267606,2.46305418719212,2.89017341040462,2.5706940874036,1.09170305676856,1.53491941673062,1.09229929000546,0,0,0,0,0.99009900990099,0,0.893655049151028,0,2.73224043715847,0,0,2.97619047619048,1.03950103950104,1.11731843575419,0,0,0,0.44543429844098,0.252334090335604,0.678272665611576,0,0,0,0,0,0,2.39433687278784,0.322268772155978,1.12313661425362,0.624544602893723,0.179759122775481,0,0.428693912546442,0,0,0,0.122234445666789,0,0,0,0.171276869058834,0.086043710204784,0.20997375328084,0.21165141012752,0.158696572154041,0.201562106324011,0.217285023629746,0.190367409099562,0.117137167623287,0.150391016643273,0,0.104378685872345,0.056205035971223,0.0499425660490436,0,0.131400289080636,0.0852333262305561,0.26422406200458,0,0.388970524678019,0,0,0,0,0,0.045802225988183,0,0,0.0379838188931515,0.122269318552331,0.0856237691583183,0.0453288608857259,0.047132016778998,0,0.0906002265005662,0,0.0402544078576604,0,0,0,0,0.0386637797711104,0,0,0,0.03008876184745,0,0.0290056851142824,0,0,0.0296348980559507,0.0279321806653445,0.0563285078578268,0.0297450846247658,0,0,0,0,0,0.0666577789628049,0.0232780092646477,0.0240685472224897,0,0.0243694407213354,0.022393908856791,0.0224461852708132,0.0447437302847938,0,0.109057200501663,0.0395577444174133,0.163579110947532,0,0.0420503763508683,0.0624531601299026,0,0.0459727841118058,0,0,0.150105073551486,0,0,0,0.185253797702853,0,0,0,0.233426704014939,0,0,0,0.245278390973755,0,0,0,0,0.359841669665347,1.25944584382872,2.27531285551763,0,NA,NA
"Stanislaus",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,4.00801603206413,1.55038759689922,0,NA,0,0,0,0,0,1.09709270433352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.367917586460633,0,0,0,0,0.690131124913734,0.983767830791933,4.60159844998789,1.06561120414066,1.87843821280021,0.129098889749548,0.707130229817325,0.261028452101279,0,0,0,0.106405618216642,0,0.29874526986656,0,0.0982125319190729,0,0.0839348665435622,0.17186560109994,0,0,0.102843626266262,0.0813074233677535,0,0,0,0,0,0.240288346015218,0,0,0,0.344637441411635,0,0,0,0.124038700074423,0,0,0,0,0,0,0,0.144341801385681,0,0,0.0694299798653058,0,0.069352937096886,0.2000400080016,0.066894106629206,0.0595947556615018,0,0,0.107250107250107,0,0,0,0,0,0.0457498398755604,0,0,0,0.0412813738441215,0,0,0,0.132288256110064,0,0,0,0,0.0230925549602808,0.792410468622747,0.0213328782319311,0.0405951245255445,0.0541291521570467,0.0174663336419052,0,0.0332374985458594,0.0435198885890852,0,0.193336340787523,0.0411963417648513,0,0.0441975927044507,0.046505859738327,0.0130049158581944,0,0,0.0516342231631125,0,0.038038241111731,0.0128205128205128,0.0117168734694834,0.0224719101123596,0.0154658706898552,0.00746926397872754,0.0147441521006731,0,0.0204008772377212,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sutter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,3.11203319502075,0.946969696969697,0,0,0,0.904159132007233,0,0.956937799043062,0.980392156862745,2.63157894736842,0,0,0,0,0,0,1.70212765957447,3.40425531914894,0.903342366757001,0,0,0,0,0,0,0,0,0,0,0,0,1.29032258064516,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tehama",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.01606425702811,0,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,0,0,0,0.445335114673792,0,0.212359311955829,0.502008032128514,0.247157686604053,0.546597430992074,1.2987012987013,0,0,0.274649821477616,0.751314800901578,1.03815208928108,3.21371183717193,0.541565123206066,0,0,1.08538350217077,0.42927666881305,0,0.469373386528984,0.236127508854782,0.241662638956017,0,0,0,0,0,0,0,0,0,0,0,0,0.364963503649635,0,0,0,0,0,0,0,0,0,0,0,0.362187613183629,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trinity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tulare",0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,0,0,3.584229390681,0,0,0,0,0,0,3.67647058823529,0,0,0,1.40548137737175,0,0,0,0.219298245614035,0.460087416609156,0,0.223964165733483,0.222915737851092,0,0.443655723158829,0.428173838578463,0,0,0,0.280033604032484,0,0.173100225030293,0.189789333839438,0.938746773057968,3.72340425531915,2.49376558603491,0.139938427092079,0.400427122263748,0.517866390471258,0.328731097961867,0.302114803625378,0,0,0.142979696883043,0.253710516300901,0.125817815802718,0,0.109853894320554,0,0,0,0.107457554266065,0.232180171813327,0,0,0,0.0903587241348152,0.0962834585018294,0,0,0.102490519626935,0,0,0.100200400801603,0.100654252642174,0.281954887218045,0,0,0,0,0,0,0,0,0,0.0774473358116481,0,0.283326250177079,0.0710984713828653,0.0730994152046784,0,0,0.17825311942959,0,0,0.157716268433089,0,0,0.289687137891078,0,0,0.174978127734033,0,0,0,0.176928520877565,0,0,0.456343170063888,0,0,0,0.148588410104012,0,0,0,0,0,0,0.299760191846523,0,0,0,0,0.206868018204386,0,0.140193466984439,0.313381385145722,0,0,0,0,0,0,0,0,0,0,0,0,0.0304952427421322,0,0,0,0,0,0,0,0,0.155488752980201,0,0,0,0,0,0,0
"Tuolumne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ventura",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3.10077519379845,0,0,0,0,1.48588410104012,1.53139356814701,4.8780487804878,8.38926174496644,3.54609929078014,0,0,1.94174757281553,0,0,0,0,0,0,0,0.670241286863271,0.244081034903588,0.246184145741014,0.210304942166141,0.300932891965092,0.495867768595041,0,0.175963399612881,0.387747188832881,0,0,0,0.178762960314623,0.0903832248734635,0,0,0,0.296208530805687,0.152508769254232,0.785175879396985,0,0,0.167954316425932,0,0,0,0.129634430904848,0,2.58732212160414,0,0.101667344448963,0,0.129929188592217,0.195083886071011,0.112834978843441,0.053475935828877,0.181741079542012,0.152311324346965,0,0.0700819959352442,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yolo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.658327847267939,0.683526999316473,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1.05932203389831,0,1.63576881134133,0,0,0,0.320307495195388,0,0,0,NA,NA,0,0,0,0,0,0.299850074962519,0,0,0,0,0.299580587177951,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yuba",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,1.25628140703518,0,0.595592614651578,0,0,0,0,0,0,0.316957210776545,0,0,0,0,1.44665461121157,1.04239054899236,2.5062656641604,0,0.352360817477097,0.354107648725212,0,0.313381385145722,0,NA,NA,NA,NA,NA,NA,0,0.276090557702927,0,0,NA,0,0.173520735727919,0.384073742158494,0.751032669921142,0,0.481347773766546,0.440722785368004,0,0,0,0,0,0,0,0,0,0.169981302056774,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
